Timestamp,Predicted_Price,ShouldCharge
2023-10-15 04:20:00,1.3384690122900071,True
2023-10-15 05:20:00,1.3545805611995094,True
2023-10-15 06:20:00,1.3958002264586686,True
2023-10-15 07:20:00,1.3881405259961195,True
2023-10-15 08:20:00,1.3497300001572015,True
2023-10-15 09:20:00,1.3533111465752492,True
2023-10-15 10:20:00,1.357403245640697,True
2023-10-15 11:20:00,1.3654414815694513,True
2023-10-15 12:20:00,1.3705160442071627,True
2023-10-15 13:20:00,1.3654304451936743,True
2023-10-15 14:20:00,1.360861916034817,True
2023-10-15 15:20:00,1.361367722732008,True
2023-10-15 16:20:00,1.3625832468022694,True
2023-10-15 17:20:00,1.3644152827115588,True
2023-10-15 18:20:00,1.364597077601229,True
2023-10-15 19:20:00,1.363478033920822,True
2023-10-15 20:20:00,1.362898226515176,True
2023-10-15 21:20:00,1.3630193550376417,True
2023-10-15 22:20:00,1.3633747239639222,True
2023-10-15 23:20:00,1.3636684500635528,True
2023-10-16 00:20:00,1.3635862855423255,True
2023-10-16 01:20:00,1.3633812620423973,True
2023-10-16 02:20:00,1.3633049540204054,True
2023-10-16 03:20:00,1.3633485742690439,True
